2019-01-14 17:00,TES,0,IG,2,TES,IG,r,15,22,0,1,3,1,4,9,60535,68231,魔蛇之拥 卡西奥佩娅,圣枪游侠 卢锡安,幻翎 洛,复仇之矛 卡莉丝塔,皮城女警 凯特琳,正义巨像 加里奥,刀锋舞者 艾瑞莉娅,酒桶 古拉加斯,牛头酋长 阿利斯塔,末日使者 费德提克,TES369,TESXx,TESKnight9,TESLokeN,TESBen,IGDuke,IGNing,IGRookie,IGJackeyLove,IGBaolan,无畏战车 厄加特,北地之怒 瑟庄妮,离群之刺 阿卡丽,虚空之女 卡莎,弗雷尔卓德之心 布隆,暗裔剑魔 亚托克斯,影流之镰 凯隐,冰霜女巫 丽桑卓,战争女神 希维尔,魂锁典狱长 锤石,3,1,4,5,2,4,7,3,5,3,7,3,4,2,6,2,5,4,2,2,7,11,4,6,9,12,8,15,14,15,11624,10065,12556,15539,10751,13151,13744,13563,17966,9807,230,146,275,324,65,237,186,262,340,17
2019-01-14 17:00,TES,0,IG,2,IG,TES,l,20,11,1,0,2,1,9,4,60023,52841,魔蛇之拥 卡西奥佩娅,圣枪游侠 卢锡安,暗裔剑魔 亚托克斯,堕落天使 莫甘娜,机械先驱 维克托,幻翎 洛,诡术妖姬 乐芙兰,冰霜女巫 丽桑卓,酒桶 古拉加斯,无畏战车 厄加特,IGDuke,IGNing,IGRookie,IGJackeyLove,IGBaolan,TES369,TESXx,TESKnight9,TESLokeN,TESBen,猩红收割者 弗拉基米尔,生化魔人 扎克,未来守护者 杰斯,虚空之女 卡莎,牛头酋长 阿利斯塔,青钢影 卡蜜尔,北地之怒 瑟庄妮,刀锋舞者 艾瑞莉娅,探险家 伊泽瑞尔,魂锁典狱长 锤石,3,5,3,9,0,5,0,4,2,0,3,1,3,2,2,6,3,3,3,5,8,14,10,7,15,1,8,2,7,6,11673,11715,11746,16240,8649,11840,8902,11739,12141,8219,222,152,239,298,49,233,146,243,269,50
2019-01-14 19:00,FPX,2,RW,0,RW,FPX,r,6,14,0,1,1,2,0,10,48993,61162,暗裔剑魔 亚托克斯,离群之刺 阿卡丽,魔蛇之拥 卡西奥佩娅,机械先驱 维克托,暴怒骑士 克烈,皮城女警 凯特琳,青钢影 卡蜜尔,圣枪游侠 卢锡安,牛头酋长 阿利斯塔,魂锁典狱长 锤石,RWJiangqiao,RWSXuzhu,RWHuaTian,RWZWuJi,RWKillua,FPXGimGoon,FPXTian,FPXDoinb,FPXLwx,FPXCrisp,亡灵战神 赛恩,酒桶 古拉加斯,刀锋舞者 艾瑞莉娅,虚空之女 卡莎,深海泰坦 诺提勒斯,无畏战车 厄加特,北地之怒 瑟庄妮,疾风剑豪 亚索,惩戒之箭 韦鲁斯,河流之王 塔姆,3,1,1,1,0,2,1,4,5,2,2,2,5,1,4,1,2,1,1,1,1,3,3,5,5,7,11,8,7,5,10016,8303,10567,10691,9416,11100,10400,14446,14490,10726,224,139,272,258,80,222,149,297,301,65
2019-01-14 19:00,FPX,2,RW,0,RW,FPX,r,19,21,0,2,2,2,3,7,55126,62196,暗裔剑魔 亚托克斯,离群之刺 阿卡丽,魔蛇之拥 卡西奥佩娅,牛头酋长 阿利斯塔,疾风剑豪 亚索,皮城女警 凯特琳,青钢影 卡蜜尔,圣枪游侠 卢锡安,暗夜猎手 薇恩,机械先驱 维克托,RWJiangqiao,RWSXuzhu,RWHuaTian,RWZWuJi,RWKillua,FPXGimGoon,FPXTian,FPXDoinb,FPXLwx,FPXCrisp,亡灵战神 赛恩,北地之怒 瑟庄妮,刀锋舞者 艾瑞莉娅,复仇之矛 卡莉丝塔,魂锁典狱长 锤石,无畏战车 厄加特,酒桶 古拉加斯,暴怒骑士 克烈,虚空之女 卡莎,弗雷尔卓德之心 布隆,3,0,4,10,2,3,5,2,11,0,5,3,5,4,4,3,3,2,4,7,12,16,10,6,9,15,13,16,6,12,9429,9296,13105,14592,8704,12187,11574,13025,16052,9358,189,129,278,252,60,218,140,245,250,46
2019-01-15 17:00,EDG,2,DMO,0,DMO,EDG,r,0,12,0,1,0,4,1,11,45171,61051,刀锋舞者 艾瑞莉娅,青钢影 卡蜜尔,离群之刺 阿卡丽,诡术妖姬 乐芙兰,酒桶 古拉加斯,冰霜女巫 丽桑卓,正义巨像 加里奥,魔蛇之拥 卡西奥佩娅,探险家 伊泽瑞尔,永恒梦魇 魔腾,DMOChanghong,DMOXiaopeng,DMOTwila,DMOGALA,DMOMark,EDGRay,RWHaro,EDGScout,EDGiBoy,EDGMeiko,亡灵战神 赛恩,盲僧 李青,时光守护者 基兰,机械先驱 维克托,河流之王 塔姆,暗裔剑魔 亚托克斯,德邦总管 赵信,暗黑元首 辛德拉,逆羽 霞,幻翎 洛,0,0,0,0,0,1,4,1,6,0,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,4,3,8,4,10,9241,7810,9057,10052,9011,13928,10687,13315,14906,8215,230,140,235,258,68,322,168,337,310,20
2019-01-15 17:00,EDG,2,DMO,0,EDG,DMO,l,22,4,0,0,1,0,7,0,41141,27966,冰霜女巫 丽桑卓,魔蛇之拥 卡西奥佩娅,永恒梦魇 魔腾,正义巨像 加里奥,盲僧 李青,刀锋舞者 艾瑞莉娅,青钢影 卡蜜尔,圣枪游侠 卢锡安,诡术妖姬 乐芙兰,暗黑元首 辛德拉,EDGRay,RWHaro,EDGScout,EDG.YHope,EDGMeiko,DMOChanghong,DMOXiaopeng,DMOTwila,DMOGALA,DMOMark,离群之刺 阿卡丽,德邦总管 赵信,暮光星灵 佐伊,虚空之女 卡莎,幻翎 洛,暗裔剑魔 亚托克斯,狂野女猎手 奈德丽,铸星龙王 奥瑞利安·索尔,皮城女警 凯特琳,堕落天使 莫甘娜,2,8,2,9,1,2,2,0,0,0,2,1,0,0,1,4,8,3,3,4,2,8,11,5,11,1,0,1,0,1,7381,9563,8616,10248,5333,5811,6069,5956,6099,4031,142,112,181,163,10,124,95,155,164,5
2019-01-15 19:00,LGD,0,BLG,2,LGD,BLG,r,2,16,0,1,1,3,0,10,46799,61326,魔蛇之拥 卡西奥佩娅,暗裔剑魔 亚托克斯,亡灵战神 赛恩,堕落天使 莫甘娜,幻翎 洛,刀锋舞者 艾瑞莉娅,圣枪游侠 卢锡安,离群之刺 阿卡丽,暮光星灵 佐伊,疾风剑豪 亚索,LGDLies,LGDCondi,LGDYuuki,LGDKramer,LGDPyl,BLGADD,BLGMeteor,BLGKuro,BLGJinjiao,BLGMni,无畏战车 厄加特,盲僧 李青,冰霜女巫 丽桑卓,虚空之女 卡莎,牛头酋长 阿利斯塔,暴怒骑士 克烈,青钢影 卡蜜尔,正义巨像 加里奥,战争女神 希维尔,河流之王 塔姆,2,0,0,0,0,2,2,4,7,1,4,2,3,3,4,0,1,0,0,1,0,2,2,2,2,5,10,9,6,8,10234,7540,10030,10800,8195,11546,11713,12691,15427,9949,214,127,275,283,60,245,174,260,323,59
2019-01-15 19:00,LGD,0,BLG,2,BLG,LGD,l,15,8,1,0,1,2,10,1,65161,54136,魔蛇之拥 卡西奥佩娅,暗裔剑魔 亚托克斯,北地之怒 瑟庄妮,疾风剑豪 亚索,堕落天使 莫甘娜,亡灵战神 赛恩,无畏战车 厄加特,离群之刺 阿卡丽,未来守护者 杰斯,牛头酋长 阿利斯塔,BLGADD,BLGMeteor,BLGKuro,BLGJinjiao,BLGMni,LGDLies,LGDCondi,LGDYuuki,LGDKramer,LGDPyl,圣锤之毅 波比,青钢影 卡蜜尔,暮光星灵 佐伊,圣枪游侠 卢锡安,幻翎 洛,武器大师 贾克斯,虚空掠夺者 卡兹克,正义巨像 加里奥,虚空之女 卡莎,酒桶 古拉加斯,3,2,4,6,0,1,2,2,3,0,1,3,0,1,3,2,3,3,2,5,8,8,5,6,11,2,3,5,2,3,14596,12308,14421,15631,8205,11782,9345,12555,14127,6327,313,188,333,320,19,268,141,308,327,17
2019-01-16 17:00,SN,2,VG,1,SN,VG,r,4,23,0,2,0,4,1,9,57136,70505,魔蛇之拥 卡西奥佩娅,暗裔剑魔 亚托克斯,青钢影 卡蜜尔,刀锋舞者 艾瑞莉娅,永恒梦魇 魔腾,魂锁典狱长 锤石,圣枪游侠 卢锡安,亡灵战神 赛恩,探险家 伊泽瑞尔,惩戒之箭 韦鲁斯,RNGLangx,SNH4cker,SNMaple,SNSmlz,SNSwordArt,VGChelizi,VGAix,VGJay,VGPuff,VGSouthwind,无畏战车 厄加特,盲僧 李青,暮光星灵 佐伊,机械先驱 维克托,河流之王 塔姆,荒漠屠夫 雷克顿,德玛西亚皇子 嘉文四世,正义巨像 加里奥,逆羽 霞,幻翎 洛,2,0,1,1,0,3,2,7,9,2,6,3,4,6,4,2,0,2,0,0,2,1,1,0,1,10,19,9,13,21,13326,9582,11568,12528,10132,13683,11532,16443,18122,10725,294,177,300,328,76,281,163,328,354,25
2019-01-16 17:00,SN,2,VG,1,VG,SN,r,7,14,0,1,1,2,0,9,39806,51645,魔蛇之拥 卡西奥佩娅,暗裔剑魔 亚托克斯,正义巨像 加里奥,探险家 伊泽瑞尔,虚空之女 卡莎,幻翎 洛,暮光星灵 佐伊,刀锋舞者 艾瑞莉娅,北地之怒 瑟庄妮,猩红收割者 弗拉基米尔,VGChelizi,VGAix,VGJay,VGPuff,VGSouthwind,RNGLangx,SNH4cker,SNMaple,SNSmlz,SNSwordArt,亡灵战神 赛恩,青钢影 卡蜜尔,暗黑元首 辛德拉,圣枪游侠 卢锡安,弗雷尔卓德之心 布隆,无畏战车 厄加特,虚空掠夺者 卡兹克,冰霜女巫 丽桑卓,战争女神 希维尔,牛头酋长 阿利斯塔,1,1,0,3,2,2,3,4,2,3,1,3,4,3,3,0,0,2,2,3,2,2,1,4,5,4,6,9,9,8,7634,7114,7448,9379,8231,11820,9748,10491,10556,9030,181,117,193,222,61,237,157,195,219,47
